"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_613530599763","Winteronderhoud: 5 Tips om je Vijver IJs-vrij te Houden","https://vijvercentrum.nl/blogs/seizoenstips/winteronderhoud-5-tips-om-je-vijver-ijs-vrij-te-houden","Vijver winteronderhoud staat in Nederland en België vaak synoniem voor temperaturen die rond of onder het vriespunt liggen. Daardoor loop je het risico dat je vijver dichtvriest en je vissen in de problemen komen. In de winter daalt de zuurstofproductie, terwijl schadelijke gassen (zoals CO₂ en ammoniak) zich kunnen opstapelen onder het ijs. Bovendien kan een volledig bevroren vijver stress veroorzaken bij koi en andere vijverbewoners. In dit uitgebreide artikel ontdek je hoe je de vijver ijsvrij houdt met vijf praktische tips. Ook lees je waarom juist deze maatregelen volgens wetenschappelijk","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/winteronderhoud-5-tips-om-je-vijver-ijs-vrij-te-houden.webp?v=1772304067","Seizoenstips","Beluchting/ijsvrij/Ijsvrijhouder/luchtstenen/Onderhoud per Seizoen/vijver/vijver ijsvrij houden/vijveronderhoud/vissen/waterkwaliteit/Watertemperatuur/winteronderhoud/wintervijver","2025-01-07T09:00:00Z","article"
"article_613606162771","Bakki Shower: Japanse Filtertechniek voor Kristalhelder Water","https://vijvercentrum.nl/blogs/filtratie-techniek/bakki-shower-japanse-filtertechniek-voor-kristalhelder-water","Bakki Shower voor je koivijver: hoe dit Japanse druppelfilter werkt, welke media je nodig hebt en hoe je veelgemaakte fouten voorkomt. Compleet stappenplan.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/kristaalhelder-water-vijver-tuin.png?v=1774089881","Filtratie & Techniek","filtratie techniek","2025-01-05T15:26:00Z","article"
"article_613530566995","Koi verzorging in januari: immuunsysteem ondersteunen in de koude maanden","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-verzorging-in-januari-immuunsysteem-ondersteunen-in-de-koude-maanden","Koi verzorging in januari is essentieel als de temperaturen dalen en het immuunsysteem van je vissen verzwakt. Deze periode vraagt om nauwkeurige aandacht voor waterkwaliteit, voeding en stressreductie. In deze uitgebreide gids ontdek je hoe je jouw koi optimaal ondersteunt in de koudste maand van het jaar, zodat ze gezond blijven en klaar zijn voor het komende voorjaar.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-verzorging-in-januari-immuunsysteem-ondersteunen-in-de-koude-maanden.webp?v=1772304065","Koi Gezondheid & Verzorging","Filtersysteem/Koi/koi in de winter/Koi verzorging/Koi verzorging en gezondheid/Koude maanden/Metabolisme/pH/Stressreductie/waterkwaliteit/Waterkwaliteit vijver/Watertemperatuur/Wintervoer","2025-01-04T14:41:23Z","article"
"article_613530534227","Winter-naar-lente voer: geleidelijke overgang naar actiever dieet","https://vijvercentrum.nl/blogs/voeding-voer/winter-naar-lente-voer-geleidelijke-overgang-naar-actiever-dieet","Winter-naar-lente voer is een belangrijk onderwerp voor iedere vijverliefhebber die vissen gezond de lente in wil helpen. Zodra de temperaturen stijgen, hebben koi en andere vijvervissen meer eiwitten nodig. Daarom is wintervoer afbouwen essentieel om hun spijsvertering niet te overbelasten, terwijl u stap voor stap toewerkt naar lentevoer voor koi.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/winter-naar-lente-voer-geleidelijke-overgang-naar-actiever-dieet.webp?v=1772304063","Voeding & Voer","Gezonde weerstand/Koi/lente voer/lentevoer/Metabolisme/Parasieten voorkomen/pH/Spijsvertering/Stressreductie/vijver/vissen/Vissenvoeding/Voeding &amp; Voer/voer/voeren/voertransitie/Voorjaarsvoer/waterkwaliteit/Watertemperatuur/winter/Wintervoer","2025-01-03T09:00:00Z","article"
"article_613530501459","Hoe Maak Je Je Vijver Winterklaar? Een Praktische Checklist","https://vijvercentrum.nl/blogs/seizoenstips/hoe-maak-je-je-vijver-winterklaar-een-praktische-checklist","Vijver winterklaar maken is essentieel zodra de temperaturen beginnen te dalen. Door op tijd in actie te komen, voorkomt u bevroren leidingen, ziekten bij uw vissen en onnodige slijtage van uw filter. Met deze praktische checklist kunt u stap voor stap aan de slag en blijft uw waterleven in topconditie, zelfs in de koudste maanden.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/hoe-maak-je-je-vijver-winterklaar-een-praktische-checklist.webp?v=1772304062","Seizoenstips","Beluchting/checklist/Filtersysteem/Ijsvrijhouder/Koi/Onderhoud per Seizoen/pH/Stofwisseling/vijver/vijverbodem/waterkwaliteit/Watertemperatuur/winter/Winterklaar/Wintervoer","2025-01-02T00:35:26Z","article"
"article_613530468691","Nieuwjaarsonderhoud: zo start u 2025 met een gezonde vijver","https://vijvercentrum.nl/blogs/vijveronderhoud/nieuwjaarsonderhoud-zo-start-u-2025-met-een-gezonde-vijver","Nieuwjaarsonderhoud vijver is dé perfecte manier om 2025 sterk te beginnen. Een fris jaar betekent immers een frisse start voor uw koi en uw water. Door nu al wintervijver onderhoud te plannen en de juiste stappen te nemen, blijft uw vijver helder en uw vissen gezond. In dit artikel ontdekt u hoe u stap voor stap aan de slag gaat, zodat het nieuwe seizoen gegarandeerd soepel van start gaat.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/nieuwjaarsonderhoud-zo-start-u-2025-met-een-gezonde-vijver.webp?v=1772304060","Vijveronderhoud","biologische filtering/mechanische filtering/nieuwjaarsonderhoud/Vijveronderhoud &amp; Advies/waterkwaliteit/wintervijver","2025-01-01T09:00:00Z","article"
"article_613530403155","Overwinteren van Koi: Stap-voor-Stap Handleiding","https://vijvercentrum.nl/blogs/seizoenstips/overwinteren-van-koi-stap-voor-stap-handleiding","Koi zijn prachtige, maar ook gevoelige vissen die speciale aandacht nodig hebben in de winterperiode. Daarom is het overwinteren van koi – ook wel bekend als de winterverzorging van koi – cruciaal om ze gezond te houden. In dit artikel ontdek je stap-voor-stap hoe je jouw koi veilig de winter door helpt, met praktische tips en adviezen uit de showroomervaring in Kerkdriel.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/overwinteren-van-koi-stap-voor-stap-handleiding.webp?v=1772304057","Seizoenstips","Koi/koi in de winter/Koi verzorging en gezondheid/pH/vijverthermometer/vijververwarmer","2024-12-31T09:00:00Z","article"
"article_613530370387","Koi gezondheid rond de jaarwisseling: stress verminderen en immuniteit verhogen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-gezondheid-rond-de-jaarwisseling-stress-verminderen-en-immuniteit-verhogen","Koi gezondheid rond de jaarwisseling is een belangrijk thema voor elke koi-houder. Koude temperaturen, wisselende waterwaarden en stressfactoren zoals vuurwerk kunnen de gezondheid van koi onder druk zetten. Gelukkig kun je met de juiste voorbereiding stress verminderen en de immuniteit van je vissen versterken. Met de juiste voorbereiding en maatregelen kun je de stress bij je vissen verminderen en hun immuniteit versterken. In dit artikel delen we praktische tips en wetenschappelijk onderbouwde adviezen om je koi gezond en stressvrij de winter en jaarwisseling door te laten komen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-gezondheid-rond-de-jaarwisseling-stress-verminderen-en-immuniteit-verhogen.webp?v=1772304056","Koi Gezondheid & Verzorging","Bacteriële problemen/Koi gezondheid/Koi verzorging en gezondheid/Parasitaire infecties/Verminderde stofwisseling/Winterse omstandigheden","2024-12-29T09:00:00Z","article"
"article_613606130003","Nexus Filter: Hoe Werkt het All-in-One Systeem van Evolution Aqua?","https://vijvercentrum.nl/blogs/filtratie-techniek/nexus-filter-hoe-werkt-het-all-in-one-systeem-van-evolution-aqua","Nexus Filter van Evolution Aqua: ontdek hoe dit all-in-one filtersysteem werkt, welk model bij jouw koivijver past en hoe je het onderhoudt.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/sfeerfoto-vijver-achtertuin.png?v=1774089790","Filtratie & Techniek","filtratie techniek","2024-12-27T07:35:00Z","article"
"article_613530337619","Aanpassen van het voerschema rond de jaarwisseling: minder en lichter voeren","https://vijvercentrum.nl/blogs/voeding-voer/aanpassen-van-het-voerschema-rond-de-jaarwisseling-minder-en-lichter-voeren","De koude wintermaanden brengen grote veranderingen met zich mee voor jouw koi en vijver. Het voerschema rond de jaarwisseling speelt hierin een cruciale rol. Door minder en lichter te voeren kun je de gezondheid van je vissen optimaal ondersteunen. Met een lager metabolisme en een tragere spijsvertering hebben koi minder voedsel nodig, en is het belangrijk om over te schakelen op lichter verteerbaar voer. In dit artikel bespreken we waarom het voerschema aangepast moet worden, hoe je dit doet en welke praktische tips je kunt toepassen rond de jaarwisseling.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/aanpassen-van-het-voerschema-rond-de-jaarwisseling-minder-en-lichter-voeren.webp?v=1772304054","Voeding & Voer","Koi/Koudbloedigheid/Metabolisme/Spijsvertering/Stofwisseling/Voeding &amp; Voer/voeren/winter","2024-12-26T08:00:00Z","article"
"article_613530304851","Wintertips voor vijveronderhoud: zo voorkom je ijsvorming en zuurstofgebrek","https://vijvercentrum.nl/blogs/seizoenstips/wintertips-voor-vijveronderhoud-zo-voorkom-je-ijsvorming-en-zuurstofgebrek","Wintertips voor vijveronderhoud zijn onmisbaar om je vijver en koi gezond te houden tijdens de koude maanden. Bevriezing van het vijveroppervlak en zuurstofgebrek vormen grote risico’s, maar met de juiste maatregelen kun je deze uitdagingen eenvoudig aanpakken.Met de juiste voorzorgsmaatregelen kun je ervoor zorgen dat je vijver goed beschermd is tegen de koude maanden en dat je koi gezond blijven. In dit artikel delen we praktische tips en wetenschappelijk onderbouwde adviezen voor winteronderhoud.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/wintertips-voor-vijveronderhoud-zo-voorkom-je-ijsvorming-en-zuurstofgebrek.webp?v=1772304053","Seizoenstips","IJsvrije vijver/Onderhoud per Seizoen/Vijveronderhoud winter/Wintertips vijveronderhoud/Zuurstofgehalte vijver","2024-12-25T09:00:00Z","article"
"article_613530272083","Koi variëteiten in de winter: herkennen en waarderen van subtiele kleuren","https://vijvercentrum.nl/blogs/koi-soorten/koi-varieteiten-in-de-winter-herkennen-en-waarderen-van-subtiele-kleuren","Koi-variëteiten in de winter bieden een fascinerend schouwspel voor koi-houders. Tijdens de winterperiode beïnvloeden de lagere watertemperaturen niet alleen het gedrag en de stofwisseling van koi, maar ook hun kleuren en patronen. Voor liefhebbers is dit dé kans om subtiele kleurveranderingen bij verschillende variëteiten te ontdekken. Voor de oplettende liefhebber is dit een unieke kans om de subtiele nuances en veranderingen in pigmentatie te observeren en waarderen. In dit artikel duiken we in de fysiologische achtergronden van koi in de winter, bespreken we hoe specifieke variëteiten vera","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-varieteiten-in-de-winter-herkennen-en-waarderen-van-subtiele-kleuren.webp?v=1772304051","Koi Soorten","Japanse Koi/Koi/variëteiten/winterkoi","2024-12-23T09:00:00Z","article"
"article_613530206547","Koivoer selectie in december: verteerbaar en voedzaam","https://vijvercentrum.nl/blogs/voeding-voer/koivoer-selectie-in-december-verteerbaar-en-voedzaam","Koivoer in december speelt een cruciale rol in de gezondheid van jouw koi. Met de komst van de koude decembermaand veranderen hun voedingsbehoeften drastisch. Als koudbloedige vissen vertraagt hun stofwisseling aanzienlijk bij lagere watertemperaturen, wat invloed heeft op hun eetlust en spijsvertering.Dit vraagt om een aangepast voedingsregime om de gezondheid en vitaliteit van je koi te waarborgen. In dit artikel bespreken we de essentiële aandachtspunten voor het selecteren van het juiste koivoer in december, evenals praktische tips voor het voeren en vijveronderhoud in de winter.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koivoer-selectie-in-december-verteerbaar-en-voedzaam.webp?v=1772304048","Voeding & Voer","Koivoer December/Koivoer Laag Temperatuur/Licht Verteerbaar Koivoer/Voeding &amp; Voer/Wintervoer Koi/Winterzorg Koi","2024-12-20T09:00:00Z","article"
"article_613606097235","Denitrificatie in de Vijver: Nitraat Omzetten naar Stikstofgas","https://vijvercentrum.nl/blogs/waterkwaliteit/denitrificatie-in-de-vijver-nitraat-omzetten-naar-stikstofgas","Leer hoe denitrificatie nitraat uit je vijver verwijdert. Praktische uitleg over bacterien, filteropstelling en meetwaarden voor gezonde koi.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-cross-section-view-of-a-pond-denitrification-filter-system-with-biological-filter-media-inside-a-filter-chamber-nitrogen-gas-bubbles-rising-from-the-filter-material-clear-pond-water.png?v=1774367587","Waterkwaliteit","waterkwaliteit","2024-12-19T14:07:00Z","article"
"article_613530173779","Vijverwater in balans houden: filters en waterwaarden in december","https://vijvercentrum.nl/blogs/waterkwaliteit/vijverwater-in-balans-houden-filters-en-waterwaarden-in-december","In december brengt de winter nieuwe uitdagingen voor vijverbezitters. Vijverwater in balans houden wordt in deze periode belangrijker dan ooit. Door lagere temperaturen vertraagt de biologische activiteit, waardoor het cruciaal is om filtersystemen en waterwaarden nauwlettend in de gaten te houden. Een gebalanceerde vijver voorkomt stress en ziektes bij koi en zorgt voor een stabiel ecosysteem. In dit artikel bespreken we de wetenschappelijk bewezen oplossingen voor het op peil houden van vijverwater in de wintermaanden.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijverwater-in-balans-houden-filters-en-waterwaarden-in-december.webp?v=1772304046","Waterkwaliteit","Biologische filteractiviteit/Filters vijver winter/Onderhoud per Seizoen/Vijveronderhoud &amp; Advies/Vijveronderhoud december/Vijverwater kwaliteit/Zuurstofhuishouding vijver","2024-12-18T09:00:00Z","article"
"article_613530141011","Gezonde koi in de winter: herken tijdig stress en ziektesymptomen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/gezonde-koi-in-de-winter-herken-tijdig-stress-en-ziektesymptomen","Gezonde koi in de winter houden vraagt om extra zorg en aandacht. De wintermaanden brengen namelijk unieke uitdagingen met zich mee voor koi en hun verzorgers. Door lagere watertemperaturen vertraagt de stofwisseling van koi, waardoor hun immuunsysteem verzwakt en ze vatbaarder worden voor stress en ziektes. Het herkennen van vroege symptomen en het bieden van optimale zorg kan het verschil maken tussen een gezonde koi en een probleem in je vijver. In dit artikel leggen we uit waar je op moet letten en geven we praktische tips voor de winterse koi-zorg.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/gezonde-koi-in-de-winter-herken-tijdig-stress-en-ziektesymptomen.webp?v=1772304044","Koi Gezondheid & Verzorging","Gezonde koi/Koi/koi in de winter/Koi verzorging en gezondheid/pH/voer","2024-12-16T09:00:00Z","article"
"article_613606064467","Vijverwater Opwarmen in het Voorjaar: Wanneer en Hoe Snel mag het?","https://vijvercentrum.nl/blogs/waterkwaliteit/vijverwater-opwarmen-in-het-voorjaar-wanneer-en-hoe-snel-mag-het","Leer wanneer en hoe snel je vijverwater mag opwarmen in het voorjaar. Praktische tips voor temperatuur, isolatie, filter en voeding voor gezonde koi.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-koi-pond-in-early-spring-with-colorful-koi-becoming-active-near-the-surface-a-floating-pond-thermometer-visible-morning-sunlight-warming-the-water-with-gentle-mist-trimmed-buxus-hed.png?v=1774355345","Waterkwaliteit","waterkwaliteit","2024-12-11T12:34:00Z","article"
"article_613530075475","Winteronderhoud – Checklist voor Helder Water in December","https://vijvercentrum.nl/blogs/vijveronderhoud/winteronderhoud-checklist-voor-helder-water-in-december","Het winterseizoen vraagt om extra aandacht voor je vijver en koi. Met een juiste aanpak houd je het water helder en de vissen gezond. In deze blog delen we een praktische checklist om jouw vijver in topconditie te houden tijdens de koude decembermaand.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/winteronderhoud-checklist-voor-helder-water-in-december.webp?v=1772304039","Vijveronderhoud","Ammoniak en nitriet vijver/Onderhoud per Seizoen/pH/waarde vijver/Waterkwaliteit koi vijver/Winteronderhoud koi vijver","2024-12-11T09:00:00Z","article"
"article_613530042707","Overwintering van koi: Alles wat je moet weten","https://vijvercentrum.nl/blogs/seizoenstips/overwintering-van-koi-tips","De overwintering van koi is een cruciaal proces om je vissen gezond te houden tijdens koude maanden. Tijdens de winter passen koi zich aan de dalende temperaturen aan door hun stofwisseling te vertragen. Door je vijver goed voor te bereiden met de juiste technieken, zoals vijververwarming, voldoende diepte en aangepast voer, help je jouw vissen sterk de lente in te gaan.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/overwintering-van-koi-alles-wat-je-moet-weten.webp?v=1772304038","Seizoenstips","Koi gezondheid/koi in de winter/Koi verzorgen in de winter/Koi verzorging en gezondheid/koi voeding winter/Licht verteerbaar koi voer/Onderhoud per Seizoen/overwintering koi/vijver ijsvrij houden/Vijver onderhoud in de winter/Vijverdiepte winter/vijververwarming/Vijververwarming tips/Winterse vijver/Wintervoer voor koi","2024-12-09T13:32:25Z","article"
"article_613530009939","Koi voeren in de winter: Hoe houd je je vissen gezond in de koude maanden?","https://vijvercentrum.nl/blogs/voeding-voer/koi-voeren-in-de-winter","Hoe bereid je koi voor op de winter? De wintermaanden kunnen uitdagend zijn voor koi en hun verzorgers. Met dalende temperaturen verandert de stofwisseling van je vissen, waardoor hun voedingsbehoeften drastisch veranderen. Door je koi op de juiste manier te voeren in de winter, help je ze gezond te blijven en sterk de lente in te gaan. In deze gids leer je alles over koi voeren in de winter, inclusief voedingsschema’s, aanbevolen voer en praktische tips.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-voeren-in-de-winter-hoe-houd-je-je-vissen-gezond-in-de-koude-maanden.webp?v=1772304036","Voeding & Voer","Japanse Koi/Koi/koi in de winter/Koi verzorging en gezondheid/Koi voeren/Voeding &amp; Voer/Voeding voor koi","2024-12-06T11:06:33Z","article"
"article_613606031699","Automatische Watertests: Digitale Meters, Druppeltests en Teststrips Vergeleken","https://vijvercentrum.nl/blogs/waterkwaliteit/automatische-watertests-digitale-meters-druppeltests-en-teststrips-vergeleken","Vergelijk digitale meters, druppeltests en teststrips voor je koivijver. Ontdek welke watertest het nauwkeurigst meet en wanneer je welke methode inzet.","","Waterkwaliteit","waterkwaliteit","2024-12-03T13:21:00Z","article"
"article_613605998931","Waterchemie voor Beginners: Alles in Eenvoudige Taal Uitgelegd","https://vijvercentrum.nl/blogs/waterkwaliteit/waterchemie-voor-beginners-alles-in-eenvoudige-taal-uitgelegd","Leer de basisprincipes van waterchemie voor je vijver: pH, KH, ammoniak en meer in begrijpelijke taal. Met meetwaarden, tips en een handige checklist.","","Waterkwaliteit","waterkwaliteit","2024-11-25T13:08:00Z","article"
"article_613529911635","Koi als huisdier: waarom ze meer zijn dan een gewone vis","https://vijvercentrum.nl/blogs/koi-soorten/koi-als-huisdier-waarom-ze-meer-zijn-dan-een-gewone-vis","Koi, ook bekend als Nishikigoi, zijn veel meer dan alleen sierlijke vissen in een vijver. Deze kleurrijke sierkarpers hebben een unieke persoonlijkheid, een rijke geschiedenis en een speciale symboliek. Als je koi als huisdier houdt, haal je niet zomaar vissen in huis, maar fascinerende wezens die je leven en tuin verrijken. In dit artikel leer je waarom koi bijzonder zijn, hoe je een band met ze kunt opbouwen en wat er komt kijken bij het verzorgen van koi vissen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-als-huisdier-waarom-ze-meer-zijn-dan-een-gewone-vis.webp?v=1772304029","Koi Soorten","Japanse Koi/Koi/Koi als huisdier/Koi soorten/Koi Soorten &amp; Variëteiten/Koi symboliek/Koi variëteiten/Koi verzorging/koi vijver/Koi vijveronderhoud/Koi vissen tips/Koi voeding/Vijverfilter gebruik/Vijveronderhoud winter","2024-11-18T14:25:06Z","article"
"article_613605933395","Leidingwater vs. Regenwater vs. Bronwater: Welke Bron is het Beste voor Je Vijver?","https://vijvercentrum.nl/blogs/waterkwaliteit/leidingwater-vs-regenwater-vs-bronwater-welke-bron-is-het-beste-voor-je-vijver","Leidingwater, regenwater of bronwater voor je vijver? Ontdek welke waterbron het beste is voor gezonde koi, met meetwaarden en praktijktips.","","Waterkwaliteit","waterkwaliteit","2024-11-09T10:39:00Z","article"
"article_613529813331","Moet je je Koi Vijverfilter Aanhouden in de Winter?","https://vijvercentrum.nl/blogs/filtratie-techniek/moet-je-je-koi-vijverfilter-aanhouden-in-de-winter","Wanneer de winter voor de deur staat, vragen veel vijver- en koi-eigenaren zich af of het verstandig is om hun vijverfilter aan te laten. Hoewel het idee leeft dat het filter uitzetten kan helpen om energie te besparen, kan het uitzetten van het filter nadelige gevolgen hebben voor de gezondheid van je vijver en je koi. In dit artikel bespreken we waarom het vaak beter is om het vijverfilter in de winter aan te houden en welke voordelen dit biedt.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/moet-je-je-koi-vijverfilter-aanhouden-in-de-winter.webp?v=1772304020","Filtratie & Techniek","biologische filtratie/chemische filtratie/koi vijver/mechanische filtratie/Onderhoud per Seizoen/vijverfilter/vijveronderhoud/Waterkwaliteit &amp; Filtratie/winter vijverfilter","2024-11-09T10:07:43Z","article"
"article_613529715027","Soragoi Koi: Alles over de Rustige en Tamme Grijsblauwe Koi","https://vijvercentrum.nl/blogs/koi-soorten/soragoi-koi-alles-over-de-rustige-en-tamme-grijsblauwe-koi","De Soragoi Koi is een elegante en zeldzame Japanse koi-soort die bekendstaat om zijn kalme persoonlijkheid en prachtige grijsblauwe kleur. Deze koi heeft een subtiele maar rustgevende uitstraling en wordt vaak gewaardeerd om zijn vriendelijke karakter en snelle groei. De naam ""Soragoi"" betekent ""hemelkleurige karper"" in het Japans, wat verwijst naar de lichtblauwe tot grijsachtige tinten die zijn schubben sieren. In dit artikel lees je alles over de Soragoi Koi, zijn unieke kenmerken en tips voor optimale verzorging.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/soragoi-koi-alles-over-de-rustige-en-tamme-grijsblauwe-koi.webp?v=1772304015","Koi Soorten","grijsblauwe koi/Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/soorten/Soragoi Koi/vijver","2024-11-08T11:56:07Z","article"
"article_613529682259","Chagoi Koi: Alles over de Bruine Reus van de Koi-vijver","https://vijvercentrum.nl/blogs/koi-soorten/chagoi-koi-alles-over-de-bruine-reus-van-de-koi-vijver","De Chagoi Koi is een unieke en geliefde Japanse koi-soort, vooral bekend om zijn bruine tot olijfgroene kleur en zijn vriendelijke karakter. In tegenstelling tot de meeste andere koi-soorten, die kleurrijk en opvallend zijn, heeft de Chagoi een eenvoudige maar bijzondere uitstraling die doet denken aan thee, wat ook de betekenis is van het Japanse woord ""Cha"". De Chagoi Koi staat niet alleen bekend om zijn kleur, maar ook om zijn neiging om groter te worden dan veel andere koi en om zijn kalme en tamme aard. In dit artikel leer je alles over de Chagoi Koi, van zijn geschiedenis en kenmerken to","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/chagoi-koi-alles-over-de-bruine-reus-van-de-koi-vijver.webp?v=1772304014","Koi Soorten","Chagoi Koi/Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/soorten","2024-11-08T11:47:12Z","article"
"article_613529649491","Shusui Koi: Een Prachtige Doitsu Koi met Blauw en Rood voor je Vijver","https://vijvercentrum.nl/blogs/koi-soorten/shusui-koi-een-prachtige-doitsu-koi-met-blauw-en-rood-voor-je-vijver","De Shusui Koi is een van de meest unieke en opvallende Japanse koi-soorten. Deze koi valt op door zijn bijzondere kleurpatroon en zijn schubbenloze (Doitsu) uiterlijk, wat hem onderscheidt van andere koi-soorten. De Shusui heeft een blauwachtig lichaam met opvallende rode patronen langs de zijkanten, en een rij schubben die over zijn rug loopt, wat hem een elegante en dynamische uitstraling geeft. In dit artikel ontdek je alles wat je moet weten over de Shusui Koi, van zijn geschiedenis en kenmerken tot tips voor optimale verzorging.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/shusui-koi-een-prachtige-doitsu-koi-met-blauw-en-rood-voor-je-vijver.webp?v=1772304013","Koi Soorten","Asagi Koi/Doitsu Koi/Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/Shusui Koi/vijver","2024-11-08T11:31:24Z","article"
"article_613529616723","Hikari Muji Koi: De Elegante, Effen Koi met een Glanzend Metallic Kleurenpalet","https://vijvercentrum.nl/blogs/koi-soorten/hikari-muji-koi-de-elegante-effen-koi-met-een-glanzend-metallic-kleurenpalet","De Hikari Muji Koi is een glanzende en opvallende Japanse koi-soort, bekend om zijn effen metallic kleur. ""Hikari"" betekent ""glans"" of ""metallic"" in het Japans, terwijl ""Muji"" verwijst naar het ontbreken van een patroon. Dit maakt de Hikari Muji een visueel unieke koi die opvalt door zijn gladde, glanzende schubben zonder ingewikkelde patronen. Door zijn glanzende metallic uitstraling voegt de Hikari Muji een luxueuze uitstraling toe aan elke koi-vijver. In dit artikel leer je alles over de Hikari Muji Koi: zijn geschiedenis, kenmerken, verschillende variëteiten en de beste verzorgingstips om ","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/hikari-muji-koi-de-elegante-effen-koi-met-een-glanzend-metallic-kleurenpalet.webp?v=1772304011","Koi Soorten","Effen kleur/Hikari Muji Koi/Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/Metallic koi","2024-11-08T11:15:26Z","article"
"article_613529551187","Goshiki Koi: Alles wat je Moet Weten over de Unieke Vijfkleurige Koi","https://vijvercentrum.nl/blogs/koi-soorten/goshiki-koi-alles-wat-je-moet-weten-over-de-unieke-vijfkleurige-koi","De Goshiki Koi is een bijzondere en opvallende Japanse koi-soort, geliefd om zijn unieke combinatie van vijf kleuren. Het woord “Goshiki” betekent letterlijk “vijf kleuren” in het Japans, en deze koi-soort combineert tinten van wit, rood, zwart, blauw en grijs in complexe patronen. De Goshiki Koi wordt steeds populairder onder koi-liefhebbers vanwege zijn veelzijdige kleurenpalet, dat in verschillende lichtomstandigheden en temperaturen subtiel verandert. In dit artikel ontdek je alles over de Goshiki Koi: zijn geschiedenis, kenmerken en de beste verzorgingstips om deze kleurrijke koi optimaal","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/goshiki-koi-alles-wat-je-moet-weten-over-de-unieke-vijfkleurige-koi.webp?v=1772304008","Koi Soorten","Goshiki Koi/Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/soorten/Vijfkleurige koi","2024-11-08T10:17:49Z","article"
"article_613529518419","Tancho Koi: Alles wat je Moet Weten over de Koi met het Rode Hoofdpatroon","https://vijvercentrum.nl/blogs/koi-soorten/tancho-koi-alles-wat-je-moet-weten-over-de-koi-met-het-rode-hoofdpatroon","De Tancho Koi is een unieke en iconische Japanse koi-soort, geliefd vanwege de opvallende, ronde rode vlek op zijn witte hoofd. Dit patroon doet denken aan de Japanse vlag en symboliseert traditie en geluk. Door zijn eenvoud en kracht wordt de Tancho Koi beschouwd als een van de meest bijzondere koi-soorten. Of je nu een nieuwe koi-liefhebber bent of een ervaren hobbyist, de Tancho Koi is een prachtige en bijzondere toevoeging aan elke koi-vijver. In dit artikel lees je alles over de Tancho Koi, zijn kenmerken, geschiedenis en hoe je hem optimaal verzorgt.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/tancho-koi-alles-wat-je-moet-weten-over-de-koi-met-het-rode-hoofdpatroon.webp?v=1772304007","Koi Soorten","Japanse Koi/Koi Soorten &amp; Variëteiten/Tancho Kohaku/Tancho Koi/Tancho Sanke/Tancho Showa","2024-11-08T10:05:11Z","article"
